item_id,condition,n_options,gold,order,model_prompt,Subject,Level,Country,Question,Context,Option 1,Option 2,Option 3,Option 4,Option 5,f16_pred,f16_confidence,f16_margin,f16_entropy,f16_token_length,f16_p1,f16_p2,f16_p3,f16_p4,f16_p5,q4km_pred,q4km_confidence,q4km_margin,q4km_entropy,q4km_token_length,q4km_p1,q4km_p2,q4km_p3,q4km_p4,q4km_p5,f16_correct,q4km_correct,q4km_correct_to_wrong,q4km_wrong_to_correct
ammlu_9473,original,3,2,"[0, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
العدد سبعة عشر =

الخيارات:
1) 1+6
2) 10+1
3) 10+7

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Math,Primary,Palestine,العدد سبعة عشر =,,1+6,10+1,10+7,,,0,0.5788748716240584,0.16206529597935576,0.641458509160468,81,0.5788748716240584,0.004315552731239068,0.4168095756447026,0.0,0.0,2,0.9583540251170507,0.9372253205138364,0.18387071213470674,81,0.02051727027973505,0.021128704603214223,0.9583540251170507,0.0,0.0,False,True,False,True
ammlu_9473,permuted,3,1,"[1, 2, 0]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
العدد سبعة عشر =

الخيارات:
1) 10+1
2) 10+7
3) 1+6

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Math,Primary,Palestine,العدد سبعة عشر =,,1+6,10+1,10+7,,,0,0.6099242263040826,0.24793245750544562,0.7006318850570494,81,0.6099242263040826,0.02808400489728034,0.361991768798637,0.0,0.0,2,0.6484948413117255,0.3251165721065959,0.6793826294741436,81,0.02812688948314474,0.32337826920512963,0.6484948413117255,0.0,0.0,False,False,False,False
ammlu_10227,original,4,3,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
عدد نتواءات الفقرة القطنية

الخيارات:
1) 4
2) 5
3) 6
4) 7

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Biology,High,Egypt,عدد نتواءات الفقرة القطنية,,4,5,6,7,,3,0.7981483222439816,0.6408012344334317,0.4521468547438384,82,0.1573470878105499,0.005877452902297177,0.03862713704317147,0.7981483222439816,0.0,3,0.9900165710839552,0.9845591045246649,0.04746639941406928,82,0.00545746655929036,0.0017098162815670835,0.0028161460751873067,0.9900165710839552,0.0,True,True,False,False
ammlu_10227,permuted,4,0,"[3, 0, 2, 1]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
عدد نتواءات الفقرة القطنية

الخيارات:
1) 7
2) 4
3) 6
4) 5

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Biology,High,Egypt,عدد نتواءات الفقرة القطنية,,4,5,6,7,,3,0.8443586394511765,0.6972789022244267,0.33911872362281553,82,0.14707973722674986,0.001950696778980493,0.00661092654309316,0.8443586394511765,0.0,3,0.9921943884645463,0.9869668739942757,0.0376611960310461,82,0.005227514470270551,0.0008075938628562167,0.001770503202326947,0.9921943884645463,0.0,False,False,False,False
ammlu_10242,original,4,1,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أطول عظمة فى جسم الإنسان

الخيارات:
1) العضد
2) الفخذ
3) القصبة
4) لا توجد إجابة صحيحة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Biology,High,Egypt,أطول عظمة فى جسم الإنسان,,العضد,الفخذ,القصبة,لا توجد إجابة صحيحة,,3,0.9993705495117062,0.9989725021902008,0.004209428440683862,90,0.0003980473215054375,8.623643975777358e-05,0.00014516672703054448,0.9993705495117062,0.0,3,0.9983080028383727,0.9971706008443774,0.010057171079252367,90,0.0011374019939953668,0.0002591370151749696,0.0002954581524569028,0.9983080028383727,0.0,False,False,False,False
ammlu_10242,permuted,4,2,"[0, 2, 1, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أطول عظمة فى جسم الإنسان

الخيارات:
1) العضد
2) القصبة
3) الفخذ
4) لا توجد إجابة صحيحة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Biology,High,Egypt,أطول عظمة فى جسم الإنسان,,العضد,الفخذ,القصبة,لا توجد إجابة صحيحة,,3,0.9992128167880672,0.9986879519761432,0.005115125294705942,90,0.0005248648119238865,0.00010649129169526712,0.00015582710831367174,0.9992128167880672,0.0,3,0.9978984120263583,0.9963165731224176,0.011968031620518337,90,0.0015818389039406562,0.0002700370559548515,0.0002497120137462726,0.9978984120263583,0.0,False,False,False,False
ammlu_11595,original,4,3,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
احدى الجمل التالية غير صحيحة فيما يتعلق بالاسهم العادية :

الخيارات:
1) منح حملة الأسهم حق المشاركة في انتخاب أعضاء مجلس الإدارة للشركة
2) منح مالكي الأسهم الحق في الحصول على أرباح في نهاية كل سنة مالية عند تحقيق الشركة الأرباح،
وتوزيعها على حملة الأسهم
3) تعُّرض حملة الأسهم لمخاطر كثيرة
4) تمتُّع حملة الأسهم بحق الحصول على نسب ثابتة من الأرباح في نهاية كل سنة مالية، بغض النظر عن تحقيق الشركة أرباحاً أو تكبدها خسائر

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Economics,High,Jordan,احدى الجمل التالية غير صحيحة فيما يتعلق بالاسهم العادية :,,منح حملة الأسهم حق المشاركة في انتخاب أعضاء مجلس الإدارة للشركة,"منح مالكي الأسهم الحق في الحصول على أرباح في نهاية كل سنة مالية عند تحقيق الشركة الأرباح،
وتوزيعها على حملة الأسهم",تعُّرض حملة الأسهم لمخاطر كثيرة,تمتُّع حملة الأسهم بحق الحصول على نسب ثابتة من الأرباح في نهاية كل سنة مالية، بغض النظر عن تحقيق الشركة أرباحاً أو تكبدها خسائر,,0,0.9151437952440895,0.8436730675642649,0.24220764970074657,200,0.9151437952440895,0.004177213863211831,0.009208263212873945,0.07147072767982465,0.0,3,0.7104461647338355,0.43134650840646893,0.47171677648638194,200,0.27909965632736655,0.004744010422915558,0.005710168515882342,0.7104461647338355,0.0,False,True,False,True
ammlu_11595,permuted,4,1,"[2, 3, 1, 0]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
احدى الجمل التالية غير صحيحة فيما يتعلق بالاسهم العادية :

الخيارات:
1) تعُّرض حملة الأسهم لمخاطر كثيرة
2) تمتُّع حملة الأسهم بحق الحصول على نسب ثابتة من الأرباح في نهاية كل سنة مالية، بغض النظر عن تحقيق الشركة أرباحاً أو تكبدها خسائر
3) منح مالكي الأسهم الحق في الحصول على أرباح في نهاية كل سنة مالية عند تحقيق الشركة الأرباح،
وتوزيعها على حملة الأسهم
4) منح حملة الأسهم حق المشاركة في انتخاب أعضاء مجلس الإدارة للشركة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Economics,High,Jordan,احدى الجمل التالية غير صحيحة فيما يتعلق بالاسهم العادية :,,منح حملة الأسهم حق المشاركة في انتخاب أعضاء مجلس الإدارة للشركة,"منح مالكي الأسهم الحق في الحصول على أرباح في نهاية كل سنة مالية عند تحقيق الشركة الأرباح،
وتوزيعها على حملة الأسهم",تعُّرض حملة الأسهم لمخاطر كثيرة,تمتُّع حملة الأسهم بحق الحصول على نسب ثابتة من الأرباح في نهاية كل سنة مالية، بغض النظر عن تحقيق الشركة أرباحاً أو تكبدها خسائر,,0,0.8479628084628141,0.7078167782501728,0.3422850310789448,200,0.8479628084628141,0.0028644123633961307,0.009026748961148254,0.14014603021264144,0.0,3,0.5322451841843197,0.08223210396396602,0.5597438325225371,200,0.45001308022035363,0.003985355076205897,0.013756380519120745,0.5322451841843197,0.0,False,False,False,False
ammlu_8659,original,4,3,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تحتكم المغرب في احقيتها لسبتة ومليلة إلي عنصري.......

الخيارات:
1) الاعتراف الدولي و البعد التارخيي
2) البعد التارخيي و الموقع الجغرافي
3) البعد الدميوجرافي و الاعتراف الدولي
4) الموقع الجغرافي و الشرعية

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,High,Egypt,تحتكم المغرب في احقيتها لسبتة ومليلة إلي عنصري.......,,الاعتراف الدولي و البعد التارخيي,البعد التارخيي و الموقع الجغرافي,البعد الدميوجرافي و الاعتراف الدولي,الموقع الجغرافي و الشرعية,,0,0.8333526513492654,0.750001214208198,0.44847844122849373,129,0.8333526513492654,0.08335143714106744,0.05085976259336083,0.032436148916306466,0.0,0,0.6426522995316909,0.35833247232740517,0.6368869708488599,129,0.6426522995316909,0.2843198272042857,0.032079123306925965,0.040948749957097456,0.0,False,False,False,False
ammlu_8659,permuted,4,2,"[2, 1, 3, 0]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تحتكم المغرب في احقيتها لسبتة ومليلة إلي عنصري.......

الخيارات:
1) البعد الدميوجرافي و الاعتراف الدولي
2) البعد التارخيي و الموقع الجغرافي
3) الموقع الجغرافي و الشرعية
4) الاعتراف الدولي و البعد التارخيي

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,High,Egypt,تحتكم المغرب في احقيتها لسبتة ومليلة إلي عنصري.......,,الاعتراف الدولي و البعد التارخيي,البعد التارخيي و الموقع الجغرافي,البعد الدميوجرافي و الاعتراف الدولي,الموقع الجغرافي و الشرعية,,3,0.8230812781017023,0.6845939537432348,0.4204956030434044,129,0.1384873243584674,0.011733818237500318,0.026697579302330073,0.8230812781017023,0.0,3,0.9396327900202308,0.8926477916021754,0.19306325254538131,129,0.046984998418055327,0.009843707883560907,0.0035385036781529432,0.9396327900202308,0.0,False,False,False,False
ammlu_8776,original,4,2,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
اشتهرت حضارة فيلكا بقيام الزراعة فيها وذلك ل :-

الخيارات:
1) خصوبة التربة.
2) كثرة الجبال.
3) هبوب الرياح.
4) موقعها المتوسط.

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,High,,اشتهرت حضارة فيلكا بقيام الزراعة فيها وذلك ل :-,,خصوبة التربة.,كثرة الجبال.,هبوب الرياح.,موقعها المتوسط.,,0,0.7788355332523078,0.560028031870058,0.3917347122308421,103,0.7788355332523078,0.0012036460963876217,0.0011533192690546398,0.21880750138224983,0.0,3,0.6855840906572532,0.37305689839642275,0.4583737531241508,103,0.3125271922608305,0.0009559551192328793,0.0009327619626833899,0.6855840906572532,0.0,False,False,False,False
ammlu_8776,permuted,4,2,"[3, 0, 2, 1]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
اشتهرت حضارة فيلكا بقيام الزراعة فيها وذلك ل :-

الخيارات:
1) موقعها المتوسط.
2) خصوبة التربة.
3) هبوب الرياح.
4) كثرة الجبال.

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,High,,اشتهرت حضارة فيلكا بقيام الزراعة فيها وذلك ل :-,,خصوبة التربة.,كثرة الجبال.,هبوب الرياح.,موقعها المتوسط.,,0,0.9629858646653359,0.943762931045292,0.14159740879194885,103,0.9629858646653359,0.008815281204676128,0.008975920509944228,0.019222933620043858,0.0,0,0.6827490125975857,0.3891728838112326,0.5232612112139358,103,0.6827490125975857,0.011538141304843213,0.012136717311217937,0.2935761287863531,0.0,False,False,False,False
ammlu_6756,original,4,3,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
«الطلاب يرجون النجاح»، «الطالبات يرجون النجاح».

زن الفعل «يرجون» في الجملتين على الترتيب.

الخيارات:
1) يفعلون، يفعلن.
2) يفعون، يفعلون.
3) يفعلون، يفعون.
4) يفعون، يفعلن.

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Arabic Language,High,Egypt,"
«الطلاب يرجون النجاح»، «الطالبات يرجون النجاح».

زن الفعل «يرجون» في الجملتين على الترتيب.",,يفعلون، يفعلن.,يفعون، يفعلون.,يفعلون، يفعون.,يفعون، يفعلن.,,2,0.5429819316522944,0.1865377669495077,0.7135183649096692,131,0.0732231193886695,0.02735078425624947,0.5429819316522944,0.35644416470278667,0.0,3,0.955870469204731,0.9234575597515219,0.15325193886034288,131,0.03241290945320907,0.002489438226743932,0.009227183115316052,0.955870469204731,0.0,False,True,False,True
ammlu_6756,permuted,4,2,"[2, 0, 3, 1]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
«الطلاب يرجون النجاح»، «الطالبات يرجون النجاح».

زن الفعل «يرجون» في الجملتين على الترتيب.

الخيارات:
1) يفعلون، يفعون.
2) يفعلون، يفعلن.
3) يفعون، يفعلن.
4) يفعون، يفعلون.

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Arabic Language,High,Egypt,"
«الطلاب يرجون النجاح»، «الطالبات يرجون النجاح».

زن الفعل «يرجون» في الجملتين على الترتيب.",,يفعلون، يفعلن.,يفعون، يفعلون.,يفعلون، يفعون.,يفعون، يفعلن.,,3,0.5768562290197672,0.1579836912067658,0.5105122674624525,131,0.4188725378130014,0.0012193687045203867,0.0030518644627110076,0.5768562290197672,0.0,3,0.9677479712437308,0.9369853501490032,0.1077407399766059,131,0.030762621094727577,0.0003749028568447283,0.0011145048046968175,0.9677479712437308,0.0,False,False,False,False
ammlu_9687,original,4,1,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تشمل ....... جميع الكائنات بدائية النواة

الخيارات:
1) الفطريات
2) البدائيات
3) المملكة
4) كل ما ذكر

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Natural Science,Middle,Jordan,تشمل ....... جميع الكائنات بدائية النواة  ,,الفطريات,البدائيات,المملكة  ,كل ما ذكر   ,,3,0.9981859018607896,0.9969992866870317,0.010680789969450327,90,0.001186615173757849,0.00017724838990928576,0.00045023457554317436,0.9981859018607896,0.0,3,0.9668780028367309,0.9453959857270707,0.12620915218971113,90,0.006078090676378228,0.021482017109660103,0.005561889377230689,0.9668780028367309,0.0,False,False,False,False
ammlu_9687,permuted,4,2,"[2, 0, 1, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تشمل ....... جميع الكائنات بدائية النواة

الخيارات:
1) المملكة
2) الفطريات
3) البدائيات
4) كل ما ذكر

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Natural Science,Middle,Jordan,تشمل ....... جميع الكائنات بدائية النواة  ,,الفطريات,البدائيات,المملكة  ,كل ما ذكر   ,,3,0.9991296973400248,0.9985029066706932,0.005513050761422276,90,0.00019311510725708833,5.039688338668766e-05,0.0006267906693315538,0.9991296973400248,0.0,3,0.9762705289808449,0.952920264271323,0.08249523936744095,90,0.00029605090497097003,8.315540466241389e-05,0.023350264709521805,0.9762705289808449,0.0,False,False,False,False
ammlu_7340,original,4,0,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
لتخصيص صورة تحل محل الخلفية الافتراضية تنقر زر:

الخيارات:
1) خلفية سطح المكتب
2) لون النافذة
3) شاشة توقف
4) الأصوات

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Computer Science,Middle,Jordan,لتخصيص صورة تحل محل الخلفية الافتراضية تنقر زر: ,,خلفية سطح المكتب ,لون النافذة ,شاشة توقف ,الأصوات ,,0,0.84727045418382,0.7028499765930064,0.334215017513153,105,0.84727045418382,0.0013193837320948573,0.006989684493271613,0.14442047759081356,0.0,3,0.5713926409573563,0.14798280564422495,0.5150086487272759,105,0.42340983531313137,0.0013114410063560491,0.0038860827231562583,0.5713926409573563,0.0,True,False,True,False
ammlu_7340,permuted,4,0,"[0, 3, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
لتخصيص صورة تحل محل الخلفية الافتراضية تنقر زر:

الخيارات:
1) خلفية سطح المكتب
2) الأصوات
3) لون النافذة
4) شاشة توقف

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Computer Science,Middle,Jordan,لتخصيص صورة تحل محل الخلفية الافتراضية تنقر زر: ,,خلفية سطح المكتب ,لون النافذة ,شاشة توقف ,الأصوات ,,0,0.7172866226346076,0.4411770107015184,0.45493546919145006,105,0.7172866226346076,0.0017729841394715253,0.004830781292831656,0.27610961193308925,0.0,3,0.7522248297290647,0.5090047089016165,0.4224478368028343,105,0.2432201208274481,0.0017697676893670487,0.002785281754120076,0.7522248297290647,0.0,True,False,True,False
ammlu_4482,original,4,2,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
مكواة تتكون من خزان بخاري يضخ البخار الساخن المضغوط عبر الفوهات.

الخيارات:
1) مكواة كهربائية جافة
2) مكواة كهربائية بخارية ذات قاعدة معدنية
3) مكواة كهربائية بخارية دون قاعدة معدنية
4) مكواة مبللة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",General Knowledge,Middle,Jordan,مكواة تتكون من خزان بخاري يضخ البخار الساخن المضغوط عبر الفوهات.  ,,مكواة كهربائية جافة  ,مكواة كهربائية بخارية ذات قاعدة معدنية  ,مكواة كهربائية بخارية دون قاعدة معدنية  ,مكواة مبللة  ,,1,0.5939648767525867,0.38823477236044174,0.6954008172956099,142,0.19912376918712196,0.5939648767525867,0.20573010439214495,0.0011812496681463708,0.0,1,0.8342649248848941,0.7079939292472689,0.3940855565007021,142,0.037991173211661296,0.8342649248848941,0.1262709956376252,0.0014729062658193173,0.0,False,False,False,False
ammlu_4482,permuted,4,1,"[1, 2, 0, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
مكواة تتكون من خزان بخاري يضخ البخار الساخن المضغوط عبر الفوهات.

الخيارات:
1) مكواة كهربائية بخارية ذات قاعدة معدنية
2) مكواة كهربائية بخارية دون قاعدة معدنية
3) مكواة كهربائية جافة
4) مكواة مبللة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",General Knowledge,Middle,Jordan,مكواة تتكون من خزان بخاري يضخ البخار الساخن المضغوط عبر الفوهات.  ,,مكواة كهربائية جافة  ,مكواة كهربائية بخارية ذات قاعدة معدنية  ,مكواة كهربائية بخارية دون قاعدة معدنية  ,مكواة مبللة  ,,0,0.9235890277835497,0.893385518145731,0.2536355268357063,142,0.9235890277835497,0.029158892290698117,0.017048570287933523,0.030203509637818652,0.0,1,0.4082854732576532,0.05798300120592109,0.8209087647090957,142,0.3503024720517321,0.4082854732576532,0.017089735192874482,0.2243223194977402,0.0,False,True,False,True
ammlu_8301,original,4,3,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من الدول العربية التي تتأثر في مناخ الإقليم المداري الموسمي:

الخيارات:
1) المغرب
2) تونس
3) الصومال
4) اليمن

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,High,Jordan,من الدول العربية التي تتأثر في مناخ الإقليم المداري الموسمي:,,المغرب,تونس,الصومال,اليمن,,0,0.7892041045968101,0.6394198463625209,0.48033292876531436,90,0.7892041045968101,0.008183922810092737,0.052827714358808,0.14978425823428915,0.0,0,0.6908491479134694,0.46703291777689093,0.6109737462841904,90,0.6908491479134694,0.01996989801060412,0.06536472393934788,0.22381623013657845,0.0,False,False,False,False
ammlu_8301,permuted,4,0,"[3, 0, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من الدول العربية التي تتأثر في مناخ الإقليم المداري الموسمي:

الخيارات:
1) اليمن
2) المغرب
3) تونس
4) الصومال

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,High,Jordan,من الدول العربية التي تتأثر في مناخ الإقليم المداري الموسمي:,,المغرب,تونس,الصومال,اليمن,,0,0.6042542310833304,0.28643471760711453,0.6381311999706122,90,0.6042542310833304,0.0044512651799992345,0.07347499026045455,0.3178195134762159,0.0,3,0.6248366116059999,0.31725149002069236,0.6250733097270916,90,0.30758512158530754,0.009794434400837219,0.057783832407855285,0.6248366116059999,0.0,True,False,True,False
ammlu_7045,original,4,2,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تمدم ........رؤية شاملة عن البشر كمخلولات اجتماعية لادرة علي التغلب علي المصاعب الالتصادية واالجتماعية باالعتماد علي لوة الجماعة بدال من المجهود الفردي البسيط

الخيارات:
1) المحافظة
2) الفوضوية
3) اإلشتراكية
4) الليبرالية

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Political Science,Univ,Egypt,تمدم ........رؤية شاملة عن البشر كمخلولات اجتماعية لادرة علي التغلب علي المصاعب الالتصادية واالجتماعية باالعتماد علي لوة الجماعة بدال من المجهود الفردي البسيط,,المحافظة,الفوضوية,اإلشتراكية,الليبرالية,,0,0.5323500737869133,0.08782548905719828,0.5764656134780226,132,0.5323500737869133,0.01186426855919369,0.011261072924177868,0.44452458472971507,0.0,3,0.9402718149998182,0.9069929856428117,0.20580751417571036,132,0.03327882935700645,0.015045789695073182,0.011403565948102231,0.9402718149998182,0.0,False,False,False,False
ammlu_7045,permuted,4,2,"[3, 1, 2, 0]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تمدم ........رؤية شاملة عن البشر كمخلولات اجتماعية لادرة علي التغلب علي المصاعب الالتصادية واالجتماعية باالعتماد علي لوة الجماعة بدال من المجهود الفردي البسيط

الخيارات:
1) الليبرالية
2) الفوضوية
3) اإلشتراكية
4) المحافظة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Political Science,Univ,Egypt,تمدم ........رؤية شاملة عن البشر كمخلولات اجتماعية لادرة علي التغلب علي المصاعب الالتصادية واالجتماعية باالعتماد علي لوة الجماعة بدال من المجهود الفردي البسيط,,المحافظة,الفوضوية,اإلشتراكية,الليبرالية,,0,0.584812520263718,0.2042692071247627,0.5923547649302198,132,0.584812520263718,0.013789300167205485,0.020854866430121143,0.3805433131389553,0.0,3,0.9328272267635227,0.8880876337927661,0.21807204421449944,132,0.044739592970756616,0.016193040402205545,0.006240139863515224,0.9328272267635227,0.0,False,False,False,False
ammlu_14430,original,4,3,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
عمل معظم أهالي شرق الأردن في عهد الإمارة ‏ في مجال :

الخيارات:
1) الصناعة والزراعة
2) الرعي والتجارة
3) التجارة والزراعة
4) الزارعة والرعي

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Civics,Middle,Jordan,عمل معظم أهالي شرق الأردن في عهد الإمارة ‏ في مجال :,,الصناعة والزراعة,الرعي والتجارة,التجارة والزراعة, الزارعة والرعي,,0,0.8764254744428729,0.7744772160975855,0.3169392349593102,102,0.8764254744428729,0.002667474056559323,0.018958793155280367,0.1019482583452874,0.0,3,0.5105019402026887,0.060390103908926185,0.6111742546734751,102,0.4501118362937625,0.006310636096799554,0.03307558740674932,0.5105019402026887,0.0,False,True,False,True
ammlu_14430,permuted,4,0,"[3, 0, 2, 1]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
عمل معظم أهالي شرق الأردن في عهد الإمارة ‏ في مجال :

الخيارات:
1) الزارعة والرعي
2) الصناعة والزراعة
3) التجارة والزراعة
4) الرعي والتجارة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Civics,Middle,Jordan,عمل معظم أهالي شرق الأردن في عهد الإمارة ‏ في مجال :,,الصناعة والزراعة,الرعي والتجارة,التجارة والزراعة, الزارعة والرعي,,0,0.7667679542336638,0.5483116201609541,0.43718464059302586,102,0.7667679542336638,0.003302041583052498,0.011473670110574005,0.2184563340727097,0.0,3,0.6568455933447797,0.32459217250909833,0.5033984277562302,102,0.3322534208356813,0.003012364473615934,0.00788862134592304,0.6568455933447797,0.0,True,False,True,False
ammlu_13630,original,3,1,"[0, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أول ركن في الإسلام

الخيارات:
1) الصلاة
2) الشهادتان
3) الزكاة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Islamic Studies,Primary,Palestine,أول ركن في الإسلام,,الصلاة ,الشهادتان,الزكاة,,,0,0.5526583282148915,0.15269767924689892,0.7634581050430088,77,0.5526583282148915,0.04738102281711599,0.39996064896799255,0.0,0.0,2,0.729681717848408,0.5566831867888482,0.6919720630702468,77,0.1729985310595598,0.09731975109203224,0.729681717848408,0.0,0.0,False,False,False,False
ammlu_13630,permuted,3,2,"[0, 2, 1]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أول ركن في الإسلام

الخيارات:
1) الصلاة
2) الزكاة
3) الشهادتان

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Islamic Studies,Primary,Palestine,أول ركن في الإسلام,,الصلاة ,الشهادتان,الزكاة,,,0,0.7266060961315323,0.49729634056812816,0.6438781931746398,77,0.7266060961315323,0.044084148305063665,0.2293097555634041,0.0,0.0,2,0.547592794754888,0.2192653066156966,0.8687134303358802,77,0.3283274881391914,0.12407971710592063,0.547592794754888,0.0,0.0,False,True,False,True
